Starting Date,Ending Date,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity,total_mrp,total_sales,,
20251101,20251130,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,159,135.15,,
20251101,20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,15,2850,2578.3,,
20251101,20251130,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,35,4165,3418.14,,
20251101,20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,212,186.98,,
20251101,20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,12,1908,1788,,
20251101,20251130,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,8,1352,1180.2,,
20251101,20251130,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,7,833,676.61,,
20251101,20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,8,1352,1172.86,,
20251101,20251130,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,26,4914,4443.25,,
20251101,20251130,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,11,1166,967.78,,
20251101,20251130,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,18,2142,1716.21,,
20251101,20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,7,1463,1348.5,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,54,10206,9260.65,,
20251101,20251130,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,10,1680,1604.4,,
20251101,20251130,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,9,1350,1269,,
20251101,20251130,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,168,134.4,,
20251101,20251130,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,3,597,447,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,5,1875,1687.5,,
20251101,20251130,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1499,,
20251101,20251130,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,8,1672,1589.75,,
20251101,20251130,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,7,1302,1236.9,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,48,8112,7212.35,,
20251101,20251130,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,9,1791,1161,,
20251101,20251130,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g,250 g,26,7774,6906.9,,
20251101,20251130,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,16,5264,4464,,
20251101,20251130,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,3,570,549.1,,
20251101,20251130,Kozhikode,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,1,199,129,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs  ,25 pcs,14,2586,2371.2,,
20251201,20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,4,756,642.6,,
20251201,20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g  ,250 g,3,987,937.65,,
20251201,20251230,Nashik,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,1,299,269.1,,
20251201,20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g  ,250 g,13,4277,3948,,
20251201,20251230,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g  ,250 g,3,570,539.6,,
20251201,20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,36,10764,10046.4,,
20251201,20251230,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,11,1309,1249.5,,
20251201,20251230,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,4,424,408.1,,
20251201,20251230,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,9,1674,1618.2,,
20251201,20251230,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,8,1600,1510,,
20251201,20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2535,,
20251201,20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,20,3780,3354.75,,
20251201,20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,17,2873,2543.45,,
20251201,20251230,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05,,
20251201,20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,12,2508,2382.6,,
20251201,20251230,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,33,3927,3611.65,,
20251201,20251230,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,21,2499,2314.55,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs  ,25 pcs,7,1463,1306.25,,
20251201,20251230,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,10,2297,2227,,
20251201,20251230,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,1,106,106,,
20251201,20251230,Vijayawada-Guntur,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs  ,25 pcs,2,358,342.1,,
20251201,20251230,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,58,12122,11589.05,,
20251201,20251230,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1849.65,,
20251201,20251230,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,168,168,,
20251201,20251230,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,4,600,585,,
20251201,20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs  ,25 pcs,17,2703,2464.5,,
20251201,20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs  ,25 pcs,2,318,302.1,,
20251201,20251230,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,9,1071,928.2,,
20251201,20251230,Mangaluru,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g  ,100 g,2,398,338.3,,
20251201,20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs  ,25 pcs,13,2717,2372.15,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,300,,
20251201,20251230,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05,,
20251201,20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,27,5643,5298.15,,
20251201,20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,33,9867,9269,,
20251201,20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,5,750,727.5,,
20251201,20251230,Coimbatore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g  ,100 g,1,199,199,,
20251201,20251230,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,5,3245,3147.65,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g  ,100 g,3,567,516.3,,
20251201,20251230,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,649,,
20251201,20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,13,2197,2137.85,,
20251201,20251230,Mumbai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,20,4180,4148.65,,
20251201,20251230,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,2,1298,1233.1,,
20251201,20251230,Ahmedabad-Gandhinagar,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65,,
20251201,20251230,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,10,2000,1930,,
20251201,20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,1,375,318.75,,
20251201,20251230,Bangalore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,29,3451,3201.1,,
20251201,20251230,Coimbatore,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,1,119,119,,
20251201,20251230,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc  ,1 pc,1,1599,1439,,
20251201,20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194790,Chaayos instant-desi-masala-chai-tea 210 g  (Pack of 15),210 g,1,375,281.25,,
20251201,20251230,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc  ,1 pc,1,1599,1519,,
20251201,20251230,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g  ,250 g,22,7238,6366.15,,
20251201,20251230,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g  ,250 g,10,1900,1871.5,,
20251201,20251230,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc  ,1 pc,2,3198,2878,,
20251201,20251230,Bangalore,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc  ,1 pc,1,1599,1519,,
20251201,20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs  ,25 pcs,8,1672,1609.3,,
20251201,20251230,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,7,1302,1255.5,,
20251201,20251230,Hyderabad,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs  ,25 pcs,7,1273,1165.6,,
20251201,20251230,Pune,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,4,424,418.7,,
20251201,20251230,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g  ,100 g,1,199,199,,
20251201,20251230,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,10,2990,2840.5,,
20251201,20251230,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,24,2856,2635.85,,
20251201,20251230,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,7,742,715.5,,
20251201,20251230,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs  ,25 pcs,8,1672,1515.25,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,41,7749,7427.7,,
20251201,20251230,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,3,504,487.2,,
20251201,20251230,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357177,Chaayos pink-festival-gift-box-set-with-tea-snacks 1 pc  (Set of 5),1 pc,1,999,949.05,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g  ,100 g,6,1194,1054.7,,
20251201,20251230,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,649,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,39,6591,6092.45,,
20251201,20251230,Visakhapatnam,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs  ,25 pcs,1,199,149.25,,
20251201,20251230,Mumbai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,36,4284,3730.65,,
20251201,20251230,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g  ,250 g,10,1900,1843,,
20251201,20251230,Mysore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g  ,100 g,1,199,199,,
20251201,20251230,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,13,2457,2353.05,,
20251201,20251230,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g  ,250 g,43,14147,13324.5,,
20251201,20251230,Gurgaon,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,6,714,696.15,,
20251201,20251230,Bangalore,Chaayos,beverages,tea,leaf-dust-tea,40348266,Chaayos adrakh-elaichi-instant-chai-tea 250 g  ,250 g,67,20033,18822.05,,
20251201,20251230,Chennai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,8,1344,1293.6,,
20251201,20251230,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194557,Chaayos instant-tea-premix-adrak-elaichi-low-sugar 180 g  (15 Sachet x 12 g each),180 g,3,1125,1068.75,,
20260101,20260131,Gurgaon,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,3,1947,1711.67,,
20260101,20260131,Chennai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65,,
20260101,20260131,Noida,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,6,1116,1012,,
20260101,20260131,Noida,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,1,649,551.65,,
20260101,20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,3,567,417.6,,
20260101,20260131,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,30,4975,4398.65,,
20260101,20260131,Mumbai,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357176,Chaayos green-festival-gift-box-set-with-tea-snacks 1 pc,1 pc,1,1599,1439,,
20260101,20260131,Hyderabad,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,15,4935,4214.89,,
20260101,20260131,Pune,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,5,950,830.42,,
20260101,20260131,Bangalore Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194559,Chaayos tea-blendchai-adrak-elaichi-premium-flavoured 100 g,100 g,1,169,169,,
20260101,20260131,Ahmedabad-Gandhinagar,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,4,836,743.13,,
20260101,20260131,Noida,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,5,750,664.8,,
20260101,20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194561,Chaayos chai-masala-spice-blend 100 g,100 g,5,995,727.11,,
20260101,20260131,Pune,Chaayos,snacks-branded-foods,chocolates-candies,gift-boxes,40357178,Chaayos festival-gift-box-masala-adrak-elaichi-chai 200 g  (2x100 g),200 g,2,1298,1038.4,,
20260101,20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,51,8619,7586.02,,
20260101,20260131,Mangaluru,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348264,Chaayos instant-peach-iced-tea-premix 220 g  (22 g x 10),220 g,2,238,197.54,,
20260101,20260131,Chennai,Chaayos,beverages,tea,leaf-dust-tea,40348268,Chaayos adrakh-elaichi-instant-tea-premix 120 g  (15 x 8 g each),120 g,13,2418,2176.6,,
20260101,20260131,Gurgaon,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,5,1045,913.42,,
20260101,20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,49,9261,8465.04,,
20260101,20260131,Pune,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,1,168,151.12,,
20260101,20260131,Hyderabad Rural,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,1,199,187.06,,
20260101,20260131,Chennai,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,15,1590,1367.4,,
20260101,20260131,Hyderabad,Chaayos,beverages,energy-soft-drinks,icetea-non-aerated-drink,40348265,Chaayos instant-lemon-iced-tea-premix 220 g  (20 g x 10),220 g,20,2380,1968.26,,
20260101,20260131,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348271,Chaayos detox-kahwa-herbal-green-tea 25 pcs,25 pcs,5,1045,923.87,,
20260101,20260131,Mumbai,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348270,Chaayos instant-cardamom-tea-premix 210 g  (14 g x 15),210 g,3,567,500.67,,
20260101,20260131,Bangalore,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40194562,Chaayos instant-desi-masala-chai-tea 25 pcs,25 pcs,10,1990,1721.35,,
20260101,20260131,Gurgaon,Chaayos,beverages,tea,leaf-dust-tea,40348267,Chaayos desi-masala-chai-tea 250 g,250 g,14,3216,2837.55,,
20260101,20260131,Ahmedabad-Gandhinagar,Chaayos,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,40348269,Chaayos instant-chai-tea-premix-combo 168 g  (14 g x 12),168 g,4,676,575.95,,
